ID type condition block concept_dist sound_dist item_object item_sound answer correct code gender age
subject_48 Test 3 1 similar similar fish aka 1 1 soph-07/23-02 M 5y0m
subject_48 Test 3 1 similar similar fish aka 1 1 soph-07/23-02 M 5y0m
subject_48 Test 3 1 similar similar fish aka 1 1 soph-07/23-02 M 5y0m
subject_48 Test 3 1 similar similar fish aka 1 1 soph-07/23-02 M 5y0m
subject_48 Test 3 2 similar similar fish aka 1 1 soph-07/23-02 M 5y0m
subject_48 Test 3 2 similar similar fish aka 1 1 soph-07/23-02 M 5y0m
subject_48 Test 3 2 similar similar fish aka 1 1 soph-07/23-02 M 5y0m
subject_48 Test 3 2 similar similar fish aka 1 1 soph-07/23-02 M 5y0m
subject_48 Test 4 1 different different tree zem 1 1 soph-07/23-02 M 5y0m
subject_48 Test 4 1 different different tree zem 1 0 soph-07/23-02 M 5y0m
subject_48 Test 4 1 different different tree zem 0 0 soph-07/23-02 M 5y0m
subject_48 Test 4 1 different different tree zem 0 1 soph-07/23-02 M 5y0m
subject_48 Test 4 2 different different tree zem 1 0 soph-07/23-02 M 5y0m
subject_48 Test 4 2 different different tree zem 0 1 soph-07/23-02 M 5y0m
subject_48 Test 4 2 different different tree zem 0 1 soph-07/23-02 M 5y0m
subject_48 Test 4 2 different different tree zem 1 0 soph-07/23-02 M 5y0m
subject_49 Test_pre joint NA NA NA NA NA 0 NA soph-07/23-03 F 5y0m
subject_49 Test_pre joint NA NA NA NA NA 0 NA soph-07/23-03 F 5y0m
subject_49 Test_pre joint NA NA NA NA NA 1 NA soph-07/23-03 F 5y0m
subject_49 Test_pre joint NA NA NA NA NA 0 NA soph-07/23-03 F 5y0m
subject_49 Test 0 1 similar different bug aka 0 0 soph-07/23-03 F 5y0m
subject_49 Test 0 1 similar different bug aka 0 0 soph-07/23-03 F 5y0m
subject_49 Test 0 1 similar different bug aka 1 1 soph-07/23-03 F 5y0m
subject_49 Test 0 1 similar different bug aka 1 1 soph-07/23-03 F 5y0m
subject_49 Test 0 2 similar different bug aka 0 0 soph-07/23-03 F 5y0m
subject_49 Test 0 2 similar different bug aka 1 1 soph-07/23-03 F 5y0m
subject_49 Test 0 2 similar different bug aka 0 0 soph-07/23-03 F 5y0m
subject_49 Test 0 2 similar different bug aka 1 1 soph-07/23-03 F 5y0m
subject_49 Test 1 1 different similar tree neem 0 0 soph-07/23-03 F 5y0m
subject_49 Test 1 1 different similar tree neem 1 1 soph-07/23-03 F 5y0m
subject_49 Test 1 1 different similar tree neem 1 0 soph-07/23-03 F 5y0m
subject_49 Test 1 1 different similar tree neem 0 1 soph-07/23-03 F 5y0m
subject_49 Test 1 2 different similar tree neem 1 1 soph-07/23-03 F 5y0m
subject_49 Test 1 2 different similar tree neem 0 0 soph-07/23-03 F 5y0m
subject_49 Test 1 2 different similar tree neem 1 0 soph-07/23-03 F 5y0m
subject_49 Test 1 2 different similar tree neem 1 1 soph-07/23-03 F 5y0m
subject_49 Test 2 1 catch catch flower nak 0 0 soph-07/23-03 F 5y0m
subject_49 Test 2 1 catch catch flower nak 0 0 soph-07/23-03 F 5y0m
subject_49 Test 2 1 catch catch flower nak 0 0 soph-07/23-03 F 5y0m
subject_49 Test 2 1 catch catch flower nak 0 0 soph-07/23-03 F 5y0m
subject_49 Test 2 2 catch catch flower nak 1 1 soph-07/23-03 F 5y0m
subject_49 Test 2 2 catch catch flower nak 0 0 soph-07/23-03 F 5y0m
subject_49 Test 2 2 catch catch flower nak 1 1 soph-07/23-03 F 5y0m
subject_49 Test 2 2 catch catch flower nak 0 0 soph-07/23-03 F 5y0m
subject_49 Test 3 1 different different bird aba 0 1 soph-07/23-03 F 5y0m
subject_49 Test 3 1 different different bird aba 0 1 soph-07/23-03 F 5y0m
subject_49 Test 3 1 different different bird aba 0 1 soph-07/23-03 F 5y0m
subject_49 Test 3 1 different different bird aba 0 1 soph-07/23-03 F 5y0m
subject_49 Test 3 2 different different bird aba 1 0 soph-07/23-03 F 5y0m
subject_49 Test 3 2 different different bird aba 1 0 soph-07/23-03 F 5y0m
subject_49 Test 3 2 different different bird aba 0 1 soph-07/23-03 F 5y0m
subject_49 Test 3 2 different different bird aba 0 1 soph-07/23-03 F 5y0m
subject_49 Test 4 1 similar similar fish zem 0 0 soph-07/23-03 F 5y0m
subject_49 Test 4 1 similar similar fish zem 1 1 soph-07/23-03 F 5y0m
subject_49 Test 4 1 similar similar fish zem 0 1 soph-07/23-03 F 5y0m
subject_49 Test 4 1 similar similar fish zem 1 0 soph-07/23-03 F 5y0m
subject_49 Test 4 2 similar similar fish zem 1 1 soph-07/23-03 F 5y0m
subject_49 Test 4 2 similar similar fish zem 0 1 soph-07/23-03 F 5y0m
subject_49 Test 4 2 similar similar fish zem 1 1 soph-07/23-03 F 5y0m
subject_49 Test 4 2 similar similar fish zem 0 1 soph-07/23-03 F 5y0m
subject_50 Test_pre joint NA NA NA NA NA 0 NA soph-07/23-04 F 5y6m
subject_50 Test_pre joint NA NA NA NA NA 0 NA soph-07/23-04 F 5y6m
subject_50 Test_pre joint NA NA NA NA NA 1 NA soph-07/23-04 F 5y6m
subject_50 Test_pre joint NA NA NA NA NA 1 NA soph-07/23-04 F 5y6m
subject_50 Test 0 1 similar different bug aba 1 0 soph-07/23-04 F 5y6m
subject_50 Test 0 1 similar different bug aba 1 0 soph-07/23-04 F 5y6m
subject_50 Test 0 1 similar different bug aba 0 0 soph-07/23-04 F 5y6m
subject_50 Test 0 1 similar different bug aba 0 0 soph-07/23-04 F 5y6m
subject_50 Test 0 2 similar different bug aba 1 0 soph-07/23-04 F 5y6m
subject_50 Test 0 2 similar different bug aba 1 0 soph-07/23-04 F 5y6m
subject_50 Test 0 2 similar different bug aba 1 0 soph-07/23-04 F 5y6m
subject_50 Test 0 2 similar different bug aba 1 0 soph-07/23-04 F 5y6m
subject_50 Test 1 1 different similar tree zem 1 1 soph-07/23-04 F 5y6m
subject_50 Test 1 1 different similar tree zem 1 0 soph-07/23-04 F 5y6m
subject_50 Test 1 1 different similar tree zem 1 1 soph-07/23-04 F 5y6m
subject_50 Test 1 1 different similar tree zem 1 0 soph-07/23-04 F 5y6m
subject_50 Test 1 2 different similar tree zem 1 1 soph-07/23-04 F 5y6m
subject_50 Test 1 2 different similar tree zem 1 0 soph-07/23-04 F 5y6m
subject_50 Test 1 2 different similar tree zem 1 1 soph-07/23-04 F 5y6m
subject_50 Test 1 2 different similar tree zem 0 0 soph-07/23-04 F 5y6m
subject_50 Test 2 1 catch catch flower nak 0 0 soph-07/23-04 F 5y6m
subject_50 Test 2 1 catch catch flower nak 0 0 soph-07/23-04 F 5y6m
subject_50 Test 2 1 catch catch flower nak 0 0 soph-07/23-04 F 5y6m
subject_50 Test 2 1 catch catch flower nak 0 0 soph-07/23-04 F 5y6m
subject_50 Test 2 2 catch catch flower nak 1 1 soph-07/23-04 F 5y6m
subject_50 Test 2 2 catch catch flower nak 1 1 soph-07/23-04 F 5y6m
subject_50 Test 2 2 catch catch flower nak 0 0 soph-07/23-04 F 5y6m
subject_50 Test 2 2 catch catch flower nak 0 0 soph-07/23-04 F 5y6m
subject_50 Test 3 1 similar similar fish aka 1 1 soph-07/23-04 F 5y6m
subject_50 Test 3 1 similar similar fish aka 1 0 soph-07/23-04 F 5y6m
subject_50 Test 3 1 similar similar fish aka 0 1 soph-07/23-04 F 5y6m
subject_50 Test 3 1 similar similar fish aka 0 0 soph-07/23-04 F 5y6m
subject_50 Test 3 2 similar similar fish aka 0 1 soph-07/23-04 F 5y6m
subject_50 Test 3 2 similar similar fish aka 1 0 soph-07/23-04 F 5y6m
subject_50 Test 3 2 similar similar fish aka 1 1 soph-07/23-04 F 5y6m
subject_50 Test 3 2 similar similar fish aka 1 0 soph-07/23-04 F 5y6m
subject_50 Test 4 1 different different bird neem 0 0 soph-07/23-04 F 5y6m
subject_50 Test 4 1 different different bird neem 0 0 soph-07/23-04 F 5y6m
subject_50 Test 4 1 different different bird neem 1 1 soph-07/23-04 F 5y6m
subject_50 Test 4 1 different different bird neem 1 1 soph-07/23-04 F 5y6m
subject_50 Test 4 2 different different bird neem 1 1 soph-07/23-04 F 5y6m
subject_50 Test 4 2 different different bird neem 1 1 soph-07/23-04 F 5y6m
subject_50 Test 4 2 different different bird neem 0 0 soph-07/23-04 F 5y6m
subject_50 Test 4 2 different different bird neem 0 0 soph-07/23-04 F 5y6m
subject_51 Test_pre joint NA NA NA NA NA 0 NA soph-07/23-05 F 4y11m
subject_51 Test_pre joint NA NA NA NA NA 0 NA soph-07/23-05 F 4y11m
subject_51 Test_pre joint NA NA NA NA NA 1 NA soph-07/23-05 F 4y11m
subject_51 Test_pre joint NA NA NA NA NA 1 NA soph-07/23-05 F 4y11m
subject_51 Test 0 1 similar different bird aka 1 0 soph-07/23-05 F 4y11m
subject_51 Test 0 1 similar different bird aka 0 0 soph-07/23-05 F 4y11m
subject_51 Test 0 1 similar different bird aka 0 0 soph-07/23-05 F 4y11m
subject_51 Test 0 1 similar different bird aka 0 0 soph-07/23-05 F 4y11m
subject_51 Test 0 2 similar different bird aka 0 0 soph-07/23-05 F 4y11m
subject_51 Test 0 2 similar different bird aka 1 1 soph-07/23-05 F 4y11m
subject_51 Test 0 2 similar different bird aka 1 1 soph-07/23-05 F 4y11m
subject_51 Test 0 2 similar different bird aka 0 0 soph-07/23-05 F 4y11m
subject_51 Test 1 1 different similar tree zem 1 1 soph-07/23-05 F 4y11m
subject_51 Test 1 1 different similar tree zem 1 0 soph-07/23-05 F 4y11m
subject_51 Test 1 1 different similar tree zem 0 1 soph-07/23-05 F 4y11m
subject_51 Test 1 1 different similar tree zem 1 0 soph-07/23-05 F 4y11m
subject_51 Test 1 2 different similar tree zem 1 1 soph-07/23-05 F 4y11m
subject_51 Test 1 2 different similar tree zem 1 1 soph-07/23-05 F 4y11m
subject_51 Test 1 2 different similar tree zem 0 0 soph-07/23-05 F 4y11m
subject_51 Test 1 2 different similar tree zem 0 0 soph-07/23-05 F 4y11m
subject_51 Test 2 1 catch catch flower nak 1 1 soph-07/23-05 F 4y11m
subject_51 Test 2 1 catch catch flower nak 1 0 soph-07/23-05 F 4y11m
subject_51 Test 2 1 catch catch flower nak 1 0 soph-07/23-05 F 4y11m
subject_51 Test 2 1 catch catch flower nak 0 1 soph-07/23-05 F 4y11m
subject_51 Test 2 2 catch catch flower nak 1 0 soph-07/23-05 F 4y11m
subject_51 Test 2 2 catch catch flower nak 1 0 soph-07/23-05 F 4y11m
subject_51 Test 2 2 catch catch flower nak 1 0 soph-07/23-05 F 4y11m
subject_51 Test 2 2 catch catch flower nak 1 0 soph-07/23-05 F 4y11m
subject_51 Test 3 1 similar similar bug aba 0 1 soph-07/23-05 F 4y11m
subject_51 Test 3 1 similar similar bug aba 1 0 soph-07/23-05 F 4y11m
subject_51 Test 3 1 similar similar bug aba 1 1 soph-07/23-05 F 4y11m
subject_51 Test 3 1 similar similar bug aba 1 0 soph-07/23-05 F 4y11m
subject_51 Test 3 2 similar similar bug aba 1 0 soph-07/23-05 F 4y11m
subject_51 Test 3 2 similar similar bug aba 1 0 soph-07/23-05 F 4y11m
subject_51 Test 3 2 similar similar bug aba 1 0 soph-07/23-05 F 4y11m
subject_51 Test 3 2 similar similar bug aba 1 0 soph-07/23-05 F 4y11m
subject_51 Test 4 1 different different fish neem 0 0 soph-07/23-05 F 4y11m
subject_51 Test 4 1 different different fish neem 1 1 soph-07/23-05 F 4y11m
subject_51 Test 4 1 different different fish neem 1 1 soph-07/23-05 F 4y11m
subject_51 Test 4 1 different different fish neem 0 0 soph-07/23-05 F 4y11m
subject_51 Test 4 2 different different fish neem 0 0 soph-07/23-05 F 4y11m
subject_51 Test 4 2 different different fish neem 1 1 soph-07/23-05 F 4y11m
subject_51 Test 4 2 different different fish neem 0 0 soph-07/23-05 F 4y11m
subject_51 Test 4 2 different different fish neem 1 1 soph-07/23-05 F 4y11m
subject_52 Test_pre joint NA NA NA NA NA 0 NA soph-07/30-01 F 5y4m
subject_52 Test_pre joint NA NA NA NA NA 0 NA soph-07/30-01 F 5y4m
subject_52 Test_pre joint NA NA NA NA NA 1 NA soph-07/30-01 F 5y4m
subject_52 Test_pre joint NA NA NA NA NA 1 NA soph-07/30-01 F 5y4m
subject_52 Test 0 1 similar similar tree aka 0 0 soph-07/30-01 F 5y4m
subject_52 Test 0 1 similar similar tree aka 1 1 soph-07/30-01 F 5y4m
subject_52 Test 0 1 similar similar tree aka 1 0 soph-07/30-01 F 5y4m
subject_52 Test 0 1 similar similar tree aka 0 1 soph-07/30-01 F 5y4m
subject_52 Test 0 2 similar similar tree aka 1 0 soph-07/30-01 F 5y4m
subject_52 Test 0 2 similar similar tree aka 0 1 soph-07/30-01 F 5y4m
subject_52 Test 0 2 similar similar tree aka 1 0 soph-07/30-01 F 5y4m
subject_52 Test 0 2 similar similar tree aka 0 1 soph-07/30-01 F 5y4m
subject_52 Test 1 1 different different bird neem 1 1 soph-07/30-01 F 5y4m
subject_52 Test 1 1 different different bird neem 1 1 soph-07/30-01 F 5y4m
subject_52 Test 1 1 different different bird neem 0 0 soph-07/30-01 F 5y4m
subject_52 Test 1 1 different different bird neem 0 0 soph-07/30-01 F 5y4m
subject_52 Test 1 2 different different bird neem 1 1 soph-07/30-01 F 5y4m
subject_52 Test 1 2 different different bird neem 0 0 soph-07/30-01 F 5y4m
subject_52 Test 1 2 different different bird neem 0 0 soph-07/30-01 F 5y4m
subject_52 Test 1 2 different different bird neem 1 1 soph-07/30-01 F 5y4m
subject_52 Test 2 1 catch catch flower nak 1 1 soph-07/30-01 F 5y4m
subject_52 Test 2 1 catch catch flower nak 0 0 soph-07/30-01 F 5y4m
subject_52 Test 2 1 catch catch flower nak 1 1 soph-07/30-01 F 5y4m
subject_52 Test 2 1 catch catch flower nak 0 0 soph-07/30-01 F 5y4m
subject_52 Test 2 2 catch catch flower nak 1 1 soph-07/30-01 F 5y4m
subject_52 Test 2 2 catch catch flower nak 1 1 soph-07/30-01 F 5y4m
subject_52 Test 2 2 catch catch flower nak 1 1 soph-07/30-01 F 5y4m
subject_52 Test 2 2 catch catch flower nak 1 1 soph-07/30-01 F 5y4m
subject_52 Test 3 1 different similar fish aba 1 1 soph-07/30-01 F 5y4m
subject_52 Test 3 1 different similar fish aba 0 0 soph-07/30-01 F 5y4m
subject_52 Test 3 1 different similar fish aba 1 1 soph-07/30-01 F 5y4m
subject_52 Test 3 1 different similar fish aba 0 0 soph-07/30-01 F 5y4m
subject_52 Test 3 2 different similar fish aba 1 0 soph-07/30-01 F 5y4m
subject_52 Test 3 2 different similar fish aba 0 0 soph-07/30-01 F 5y4m
subject_52 Test 3 2 different similar fish aba 1 1 soph-07/30-01 F 5y4m
subject_52 Test 3 2 different similar fish aba 1 1 soph-07/30-01 F 5y4m
subject_52 Test 4 1 similar different bug zem 0 0 soph-07/30-01 F 5y4m
subject_52 Test 4 1 similar different bug zem 0 0 soph-07/30-01 F 5y4m
subject_52 Test 4 1 similar different bug zem 0 0 soph-07/30-01 F 5y4m
subject_52 Test 4 1 similar different bug zem 0 0 soph-07/30-01 F 5y4m
subject_52 Test 4 2 similar different bug zem 0 0 soph-07/30-01 F 5y4m
subject_52 Test 4 2 similar different bug zem 1 0 soph-07/30-01 F 5y4m
subject_52 Test 4 2 similar different bug zem 1 0 soph-07/30-01 F 5y4m
subject_52 Test 4 2 similar different bug zem 1 0 soph-07/30-01 F 5y4m
subject_53 Test_pre joint NA NA NA NA NA 0 NA soph-07/30-02 M 4y7m
subject_53 Test_pre joint NA NA NA NA NA 0 NA soph-07/30-02 M 4y7m
subject_53 Test_pre joint NA NA NA NA NA 0 NA soph-07/30-02 M 4y7m
subject_53 Test_pre joint NA NA NA NA NA 1 NA soph-07/30-02 M 4y7m
subject_53 Test 0 1 similar different tree aka 0 1 soph-07/30-02 M 4y7m
subject_53 Test 0 1 similar different tree aka 0 0 soph-07/30-02 M 4y7m
subject_53 Test 0 1 similar different tree aka 0 1 soph-07/30-02 M 4y7m
subject_53 Test 0 1 similar different tree aka 0 0 soph-07/30-02 M 4y7m
subject_53 Test 0 2 similar different tree aka 1 1 soph-07/30-02 M 4y7m
subject_53 Test 0 2 similar different tree aka 0 1 soph-07/30-02 M 4y7m
subject_53 Test 0 2 similar different tree aka 1 1 soph-07/30-02 M 4y7m
subject_53 Test 0 2 similar different tree aka 0 1 soph-07/30-02 M 4y7m
subject_53 Test 1 1 different similar fish neem 0 1 soph-07/30-02 M 4y7m
subject_53 Test 1 1 different similar fish neem 1 0 soph-07/30-02 M 4y7m
subject_53 Test 1 1 different similar fish neem 0 1 soph-07/30-02 M 4y7m
subject_53 Test 1 1 different similar fish neem 0 0 soph-07/30-02 M 4y7m
subject_53 Test 1 2 different similar fish neem 0 1 soph-07/30-02 M 4y7m
subject_53 Test 1 2 different similar fish neem 0 1 soph-07/30-02 M 4y7m
subject_53 Test 1 2 different similar fish neem 0 0 soph-07/30-02 M 4y7m
subject_53 Test 1 2 different similar fish neem 0 0 soph-07/30-02 M 4y7m
subject_53 Test 2 1 catch catch flower nak 1 1 soph-07/30-02 M 4y7m
subject_53 Test 2 1 catch catch flower nak 0 1 soph-07/30-02 M 4y7m
subject_53 Test 2 1 catch catch flower nak 0 1 soph-07/30-02 M 4y7m
subject_53 Test 2 1 catch catch flower nak 1 1 soph-07/30-02 M 4y7m
subject_53 Test 2 2 catch catch flower nak 0 1 soph-07/30-02 M 4y7m
subject_53 Test 2 2 catch catch flower nak 0 0 soph-07/30-02 M 4y7m
subject_53 Test 2 2 catch catch flower nak 1 1 soph-07/30-02 M 4y7m
subject_53 Test 2 2 catch catch flower nak 1 0 soph-07/30-02 M 4y7m
subject_53 Test 3 1 different different bug aba 0 0 soph-07/30-02 M 4y7m
subject_53 Test 3 1 different different bug aba 1 1 soph-07/30-02 M 4y7m
subject_53 Test 3 1 different different bug aba 0 0 soph-07/30-02 M 4y7m
subject_53 Test 3 1 different different bug aba 1 1 soph-07/30-02 M 4y7m
subject_53 Test 3 2 different different bug aba 0 0 soph-07/30-02 M 4y7m
subject_53 Test 3 2 different different bug aba 1 1 soph-07/30-02 M 4y7m
subject_53 Test 3 2 different different bug aba 0 0 soph-07/30-02 M 4y7m
subject_53 Test 3 2 different different bug aba 0 1 soph-07/30-02 M 4y7m
subject_53 Test 4 1 similar similar bird zem 0 0 soph-07/30-02 M 4y7m
subject_53 Test 4 1 similar similar bird zem 0 1 soph-07/30-02 M 4y7m
subject_53 Test 4 1 similar similar bird zem 0 0 soph-07/30-02 M 4y7m
subject_53 Test 4 1 similar similar bird zem 0 1 soph-07/30-02 M 4y7m
subject_53 Test 4 2 similar similar bird zem 1 1 soph-07/30-02 M 4y7m
subject_53 Test 4 2 similar similar bird zem 0 1 soph-07/30-02 M 4y7m
subject_53 Test 4 2 similar similar bird zem 1 1 soph-07/30-02 M 4y7m
subject_53 Test 4 2 similar similar bird zem 0 1 soph-07/30-02 M 4y7m
subject_54 Test_pre joint NA NA NA NA NA 0 NA soph-08/02-01 M 4y7m
subject_54 Test_pre joint NA NA NA NA NA 0 NA soph-08/02-01 M 4y7m
subject_54 Test_pre joint NA NA NA NA NA 0 NA soph-08/02-01 M 4y7m
subject_54 Test_pre joint NA NA NA NA NA 1 NA soph-08/02-01 M 4y7m
subject_54 Test 0 1 different similar bird zem 0 0 soph-08/02-01 M 4y7m
subject_54 Test 0 1 different similar bird zem 1 0 soph-08/02-01 M 4y7m
subject_54 Test 0 1 different similar bird zem 1 1 soph-08/02-01 M 4y7m
subject_54 Test 0 1 different similar bird zem 0 1 soph-08/02-01 M 4y7m
subject_54 Test 0 2 different similar bird zem 0 1 soph-08/02-01 M 4y7m
subject_54 Test 0 2 different similar bird zem 1 1 soph-08/02-01 M 4y7m
subject_54 Test 0 2 different similar bird zem 0 1 soph-08/02-01 M 4y7m
subject_54 Test 0 2 different similar bird zem 1 1 soph-08/02-01 M 4y7m
subject_54 Test 1 1 similar different fish aka 0 0 soph-08/02-01 M 4y7m
subject_54 Test 1 1 similar different fish aka 0 0 soph-08/02-01 M 4y7m
subject_54 Test 1 1 similar different fish aka 1 1 soph-08/02-01 M 4y7m
subject_54 Test 1 1 similar different fish aka 1 1 soph-08/02-01 M 4y7m
subject_54 Test 1 2 similar different fish aka 1 1 soph-08/02-01 M 4y7m
subject_54 Test 1 2 similar different fish aka 0 0 soph-08/02-01 M 4y7m
subject_54 Test 1 2 similar different fish aka 1 1 soph-08/02-01 M 4y7m
subject_54 Test 1 2 similar different fish aka 0 0 soph-08/02-01 M 4y7m
subject_54 Test 2 1 catch catch flower nak 1 1 soph-08/02-01 M 4y7m
subject_54 Test 2 1 catch catch flower nak 1 1 soph-08/02-01 M 4y7m
subject_54 Test 2 1 catch catch flower nak 1 1 soph-08/02-01 M 4y7m
subject_54 Test 2 1 catch catch flower nak 1 1 soph-08/02-01 M 4y7m
subject_54 Test 2 2 catch catch flower nak 0 1 soph-08/02-01 M 4y7m
subject_54 Test 2 2 catch catch flower nak 0 1 soph-08/02-01 M 4y7m
subject_54 Test 2 2 catch catch flower nak 0 1 soph-08/02-01 M 4y7m
subject_54 Test 2 2 catch catch flower nak 0 1 soph-08/02-01 M 4y7m
subject_54 Test 3 1 different different tree neem 0 0 soph-08/02-01 M 4y7m
subject_54 Test 3 1 different different tree neem 1 0 soph-08/02-01 M 4y7m
subject_54 Test 3 1 different different tree neem 1 0 soph-08/02-01 M 4y7m
subject_54 Test 3 1 different different tree neem 1 0 soph-08/02-01 M 4y7m
subject_54 Test 3 2 different different tree neem 1 1 soph-08/02-01 M 4y7m
subject_54 Test 3 2 different different tree neem 0 1 soph-08/02-01 M 4y7m
subject_54 Test 3 2 different different tree neem 0 1 soph-08/02-01 M 4y7m
subject_54 Test 3 2 different different tree neem 0 1 soph-08/02-01 M 4y7m
subject_54 Test 4 1 similar similar bug aba 1 0 soph-08/02-01 M 4y7m
subject_54 Test 4 1 similar similar bug aba 0 0 soph-08/02-01 M 4y7m
subject_54 Test 4 1 similar similar bug aba 0 0 soph-08/02-01 M 4y7m
subject_54 Test 4 1 similar similar bug aba 0 0 soph-08/02-01 M 4y7m
subject_54 Test 4 2 similar similar bug aba 0 0 soph-08/02-01 M 4y7m
subject_54 Test 4 2 similar similar bug aba 1 1 soph-08/02-01 M 4y7m
subject_54 Test 4 2 similar similar bug aba 1 1 soph-08/02-01 M 4y7m
subject_54 Test 4 2 similar similar bug aba 0 0 soph-08/02-01 M 4y7m
subject_55 Test_pre joint NA NA NA NA NA 0 NA soph-08/02-02 M 5y1m
subject_55 Test_pre joint NA NA NA NA NA 0 NA soph-08/02-02 M 5y1m
subject_55 Test_pre joint NA NA NA NA NA 1 NA soph-08/02-02 M 5y1m
subject_55 Test_pre joint NA NA NA NA NA 1 NA soph-08/02-02 M 5y1m
subject_55 Test 0 1 different different bird neem 1 1 soph-08/02-02 M 5y1m
subject_55 Test 0 1 different different bird neem 1 1 soph-08/02-02 M 5y1m
subject_55 Test 0 1 different different bird neem 0 0 soph-08/02-02 M 5y1m
subject_55 Test 0 1 different different bird neem 0 0 soph-08/02-02 M 5y1m
subject_55 Test 0 2 different different bird neem 1 1 soph-08/02-02 M 5y1m
subject_55 Test 0 2 different different bird neem 1 0 soph-08/02-02 M 5y1m
subject_55 Test 0 2 different different bird neem 0 1 soph-08/02-02 M 5y1m
subject_55 Test 0 2 different different bird neem 1 0 soph-08/02-02 M 5y1m
subject_55 Test 1 1 similar similar fish aba 1 0 soph-08/02-02 M 5y1m
subject_55 Test 1 1 similar similar fish aba 1 0 soph-08/02-02 M 5y1m
subject_55 Test 1 1 similar similar fish aba 1 0 soph-08/02-02 M 5y1m
subject_55 Test 1 1 similar similar fish aba 1 0 soph-08/02-02 M 5y1m
subject_55 Test 1 2 similar similar fish aba 0 1 soph-08/02-02 M 5y1m
subject_55 Test 1 2 similar similar fish aba 0 1 soph-08/02-02 M 5y1m
subject_55 Test 1 2 similar similar fish aba 0 1 soph-08/02-02 M 5y1m
subject_55 Test 1 2 similar similar fish aba 0 1 soph-08/02-02 M 5y1m
subject_55 Test 2 1 catch catch flower nak 1 1 soph-08/02-02 M 5y1m
subject_55 Test 2 1 catch catch flower nak 1 1 soph-08/02-02 M 5y1m
subject_55 Test 2 1 catch catch flower nak 1 1 soph-08/02-02 M 5y1m
subject_55 Test 2 1 catch catch flower nak 1 1 soph-08/02-02 M 5y1m
subject_55 Test 2 2 catch catch flower nak 0 1 soph-08/02-02 M 5y1m
subject_55 Test 2 2 catch catch flower nak 0 0 soph-08/02-02 M 5y1m
subject_55 Test 2 2 catch catch flower nak 0 0 soph-08/02-02 M 5y1m
subject_55 Test 2 2 catch catch flower nak 1 1 soph-08/02-02 M 5y1m
subject_55 Test 3 1 different similar bug zem 0 0 soph-08/02-02 M 5y1m
subject_55 Test 3 1 different similar bug zem 1 1 soph-08/02-02 M 5y1m
subject_55 Test 3 1 different similar bug zem 1 0 soph-08/02-02 M 5y1m
subject_55 Test 3 1 different similar bug zem 0 1 soph-08/02-02 M 5y1m
subject_55 Test 3 2 different similar bug zem 0 1 soph-08/02-02 M 5y1m
subject_55 Test 3 2 different similar bug zem 1 1 soph-08/02-02 M 5y1m
subject_55 Test 3 2 different similar bug zem 0 0 soph-08/02-02 M 5y1m
subject_55 Test 3 2 different similar bug zem 1 0 soph-08/02-02 M 5y1m
subject_55 Test 4 1 similar different tree aka 1 1 soph-08/02-02 M 5y1m
subject_55 Test 4 1 similar different tree aka 1 1 soph-08/02-02 M 5y1m
subject_55 Test 4 1 similar different tree aka 0 0 soph-08/02-02 M 5y1m
subject_55 Test 4 1 similar different tree aka 0 0 soph-08/02-02 M 5y1m
subject_55 Test 4 2 similar different tree aka 0 0 soph-08/02-02 M 5y1m
subject_55 Test 4 2 similar different tree aka 1 1 soph-08/02-02 M 5y1m
subject_55 Test 4 2 similar different tree aka 0 0 soph-08/02-02 M 5y1m
subject_55 Test 4 2 similar different tree aka 0 1 soph-08/02-02 M 5y1m
subject_56 Test_pre joint NA NA NA NA NA 0 NA soph-08/02-03 F 4y1m
subject_56 Test_pre joint NA NA NA NA NA 0 NA soph-08/02-03 F 4y1m
subject_56 Test_pre joint NA NA NA NA NA 1 NA soph-08/02-03 F 4y1m
subject_56 Test_pre joint NA NA NA NA NA 1 NA soph-08/02-03 F 4y1m
subject_56 Test 0 1 different similar tree neem 0 1 soph-08/02-03 F 4y1m
subject_56 Test 0 1 different similar tree neem 1 0 soph-08/02-03 F 4y1m
subject_56 Test 0 1 different similar tree neem 0 0 soph-08/02-03 F 4y1m
subject_56 Test 0 1 different similar tree neem 1 1 soph-08/02-03 F 4y1m
subject_56 Test 0 2 different similar tree neem 0 0 soph-08/02-03 F 4y1m
subject_56 Test 0 2 different similar tree neem 1 1 soph-08/02-03 F 4y1m
subject_56 Test 0 2 different similar tree neem 1 0 soph-08/02-03 F 4y1m
subject_56 Test 0 2 different similar tree neem 0 1 soph-08/02-03 F 4y1m
subject_56 Test 1 1 similar different bird aba 0 0 soph-08/02-03 F 4y1m
subject_56 Test 1 1 similar different bird aba 1 0 soph-08/02-03 F 4y1m
subject_56 Test 1 1 similar different bird aba 1 0 soph-08/02-03 F 4y1m
subject_56 Test 1 1 similar different bird aba 0 0 soph-08/02-03 F 4y1m
subject_56 Test 1 2 similar different bird aba 1 0 soph-08/02-03 F 4y1m
subject_56 Test 1 2 similar different bird aba 1 0 soph-08/02-03 F 4y1m
subject_56 Test 1 2 similar different bird aba 0 1 soph-08/02-03 F 4y1m
subject_56 Test 1 2 similar different bird aba 1 1 soph-08/02-03 F 4y1m
subject_56 Test 2 1 catch catch flower nak 1 1 soph-08/02-03 F 4y1m
