ID type condition block concept_dist sound_dist item_object item_sound answer correct code gender age
subject_20 Test 4 2 different similar tree neem 1 1 soph-07/10-2 M 5y4m
subject_20 Test 4 2 different similar tree neem 0 0 soph-07/10-2 M 5y4m
subject_21 Test_pre joint NA NA NA NA NA 0 NA soph-07/10-3 M 4y5m
subject_21 Test_pre joint NA NA NA NA NA 0 NA soph-07/10-3 M 4y5m
subject_21 Test_pre joint NA NA NA NA NA 1 NA soph-07/10-3 M 4y5m
subject_21 Test_pre joint NA NA NA NA NA 0 NA soph-07/10-3 M 4y5m
subject_21 Test 0 1 similar different fish aka 0 0 soph-07/10-3 M 4y5m
subject_21 Test 0 1 similar different fish aka 0 0 soph-07/10-3 M 4y5m
subject_21 Test 0 1 similar different fish aka 0 0 soph-07/10-3 M 4y5m
subject_21 Test 0 1 similar different fish aka 0 0 soph-07/10-3 M 4y5m
subject_21 Test 0 2 similar different fish aka 1 0 soph-07/10-3 M 4y5m
subject_21 Test 0 2 similar different fish aka 1 0 soph-07/10-3 M 4y5m
subject_21 Test 0 2 similar different fish aka 0 1 soph-07/10-3 M 4y5m
subject_21 Test 0 2 similar different fish aka 0 1 soph-07/10-3 M 4y5m
subject_21 Test 1 1 different similar tree zem 0 1 soph-07/10-3 M 4y5m
subject_21 Test 1 1 different similar tree zem 1 1 soph-07/10-3 M 4y5m
subject_21 Test 1 1 different similar tree zem 0 1 soph-07/10-3 M 4y5m
subject_21 Test 1 1 different similar tree zem 1 1 soph-07/10-3 M 4y5m
subject_21 Test 1 2 different similar tree zem 0 1 soph-07/10-3 M 4y5m
subject_21 Test 1 2 different similar tree zem 1 0 soph-07/10-3 M 4y5m
subject_21 Test 1 2 different similar tree zem 0 0 soph-07/10-3 M 4y5m
subject_21 Test 1 2 different similar tree zem 1 1 soph-07/10-3 M 4y5m
subject_21 Test 2 1 catch catch flower nak 0 1 soph-07/10-3 M 4y5m
subject_21 Test 2 1 catch catch flower nak 0 1 soph-07/10-3 M 4y5m
subject_21 Test 2 1 catch catch flower nak 0 1 soph-07/10-3 M 4y5m
subject_21 Test 2 1 catch catch flower nak 0 1 soph-07/10-3 M 4y5m
subject_21 Test 2 2 catch catch flower nak 0 1 soph-07/10-3 M 4y5m
subject_21 Test 2 2 catch catch flower nak 0 0 soph-07/10-3 M 4y5m
subject_21 Test 2 2 catch catch flower nak 1 1 soph-07/10-3 M 4y5m
subject_21 Test 2 2 catch catch flower nak 0 0 soph-07/10-3 M 4y5m
subject_21 Test 3 1 similar similar bird aba 0 0 soph-07/10-3 M 4y5m
subject_21 Test 3 1 similar similar bird aba 1 1 soph-07/10-3 M 4y5m
subject_21 Test 3 1 similar similar bird aba 0 0 soph-07/10-3 M 4y5m
subject_21 Test 3 1 similar similar bird aba 0 1 soph-07/10-3 M 4y5m
subject_21 Test 3 2 similar similar bird aba 0 1 soph-07/10-3 M 4y5m
subject_21 Test 3 2 similar similar bird aba 0 0 soph-07/10-3 M 4y5m
subject_21 Test 3 2 similar similar bird aba 0 1 soph-07/10-3 M 4y5m
subject_21 Test 3 2 similar similar bird aba 1 0 soph-07/10-3 M 4y5m
subject_21 Test 4 1 different different bug neem 0 1 soph-07/10-3 M 4y5m
subject_21 Test 4 1 different different bug neem 1 0 soph-07/10-3 M 4y5m
subject_21 Test 4 1 different different bug neem 0 0 soph-07/10-3 M 4y5m
subject_21 Test 4 1 different different bug neem 0 1 soph-07/10-3 M 4y5m
subject_21 Test 4 2 different different bug neem 0 0 soph-07/10-3 M 4y5m
subject_21 Test 4 2 different different bug neem 1 1 soph-07/10-3 M 4y5m
subject_21 Test 4 2 different different bug neem 1 1 soph-07/10-3 M 4y5m
subject_21 Test 4 2 different different bug neem 1 0 soph-07/10-3 M 4y5m
subject_22 Test_pre joint NA NA NA NA NA 0 NA soph-07/12-01 F 5y6m
subject_22 Test_pre joint NA NA NA NA NA 0 NA soph-07/12-01 F 5y6m
subject_22 Test_pre joint NA NA NA NA NA 1 NA soph-07/12-01 F 5y6m
subject_22 Test_pre joint NA NA NA NA NA 1 NA soph-07/12-01 F 5y6m
subject_22 Test 0 1 similar different tree aba 0 1 soph-07/12-01 F 5y6m
subject_22 Test 0 1 similar different tree aba 0 0 soph-07/12-01 F 5y6m
subject_22 Test 0 1 similar different tree aba 0 0 soph-07/12-01 F 5y6m
subject_22 Test 0 1 similar different tree aba 0 1 soph-07/12-01 F 5y6m
subject_22 Test 0 2 similar different tree aba 0 0 soph-07/12-01 F 5y6m
subject_22 Test 0 2 similar different tree aba 1 1 soph-07/12-01 F 5y6m
subject_22 Test 0 2 similar different tree aba 1 0 soph-07/12-01 F 5y6m
subject_22 Test 0 2 similar different tree aba 0 1 soph-07/12-01 F 5y6m
subject_22 Test 1 1 different similar bird neem 1 1 soph-07/12-01 F 5y6m
subject_22 Test 1 1 different similar bird neem 1 0 soph-07/12-01 F 5y6m
subject_22 Test 1 1 different similar bird neem 0 0 soph-07/12-01 F 5y6m
subject_22 Test 1 1 different similar bird neem 0 1 soph-07/12-01 F 5y6m
subject_22 Test 1 2 different similar bird neem 0 0 soph-07/12-01 F 5y6m
subject_22 Test 1 2 different similar bird neem 1 1 soph-07/12-01 F 5y6m
subject_22 Test 1 2 different similar bird neem 0 1 soph-07/12-01 F 5y6m
subject_22 Test 1 2 different similar bird neem 1 0 soph-07/12-01 F 5y6m
subject_22 Test 2 1 catch catch flower nak 0 0 soph-07/12-01 F 5y6m
subject_22 Test 2 1 catch catch flower nak 1 1 soph-07/12-01 F 5y6m
subject_22 Test 2 1 catch catch flower nak 1 1 soph-07/12-01 F 5y6m
subject_22 Test 2 1 catch catch flower nak 0 0 soph-07/12-01 F 5y6m
subject_22 Test 2 2 catch catch flower nak 1 1 soph-07/12-01 F 5y6m
subject_22 Test 2 2 catch catch flower nak 1 1 soph-07/12-01 F 5y6m
subject_22 Test 2 2 catch catch flower nak 1 1 soph-07/12-01 F 5y6m
subject_22 Test 2 2 catch catch flower nak 1 1 soph-07/12-01 F 5y6m
subject_22 Test 3 1 different different bug aka 1 1 soph-07/12-01 F 5y6m
subject_22 Test 3 1 different different bug aka 1 1 soph-07/12-01 F 5y6m
subject_22 Test 3 1 different different bug aka 0 0 soph-07/12-01 F 5y6m
subject_22 Test 3 1 different different bug aka 1 0 soph-07/12-01 F 5y6m
subject_22 Test 3 2 different different bug aka 1 0 soph-07/12-01 F 5y6m
subject_22 Test 3 2 different different bug aka 0 1 soph-07/12-01 F 5y6m
subject_22 Test 3 2 different different bug aka 1 0 soph-07/12-01 F 5y6m
subject_22 Test 3 2 different different bug aka 0 1 soph-07/12-01 F 5y6m
subject_22 Test 4 1 similar similar fish zem 0 1 soph-07/12-01 F 5y6m
subject_22 Test 4 1 similar similar fish zem 0 1 soph-07/12-01 F 5y6m
subject_22 Test 4 1 similar similar fish zem 1 1 soph-07/12-01 F 5y6m
subject_22 Test 4 1 similar similar fish zem 1 1 soph-07/12-01 F 5y6m
subject_22 Test 4 2 similar similar fish zem 1 0 soph-07/12-01 F 5y6m
subject_22 Test 4 2 similar similar fish zem 1 0 soph-07/12-01 F 5y6m
subject_22 Test 4 2 similar similar fish zem 1 0 soph-07/12-01 F 5y6m
subject_22 Test 4 2 similar similar fish zem 1 0 soph-07/12-01 F 5y6m
subject_23 Test_pre joint NA NA NA NA NA 0 NA soph-07/12-02 M 4y1m
subject_23 Test_pre joint NA NA NA NA NA 0 NA soph-07/12-02 M 4y1m
subject_23 Test_pre joint NA NA NA NA NA 1 NA soph-07/12-02 M 4y1m
subject_23 Test_pre joint NA NA NA NA NA 0 NA soph-07/12-02 M 4y1m
subject_23 Test 0 1 different different bird zem 0 1 soph-07/12-02 M 4y1m
subject_23 Test 0 1 different different bird zem 0 1 soph-07/12-02 M 4y1m
subject_23 Test 0 1 different different bird zem 1 1 soph-07/12-02 M 4y1m
subject_23 Test 0 1 different different bird zem 1 1 soph-07/12-02 M 4y1m
subject_23 Test 0 2 different different bird zem 0 1 soph-07/12-02 M 4y1m
subject_23 Test 0 2 different different bird zem 1 0 soph-07/12-02 M 4y1m
subject_23 Test 0 2 different different bird zem 0 1 soph-07/12-02 M 4y1m
subject_23 Test 0 2 different different bird zem 1 0 soph-07/12-02 M 4y1m
subject_23 Test 1 1 similar similar bug aba 0 1 soph-07/12-02 M 4y1m
subject_23 Test 1 1 similar similar bug aba 1 1 soph-07/12-02 M 4y1m
subject_23 Test 1 1 similar similar bug aba 1 1 soph-07/12-02 M 4y1m
subject_23 Test 1 1 similar similar bug aba 1 1 soph-07/12-02 M 4y1m
subject_23 Test 1 2 similar similar bug aba 1 1 soph-07/12-02 M 4y1m
subject_23 Test 1 2 similar similar bug aba 0 0 soph-07/12-02 M 4y1m
subject_23 Test 1 2 similar similar bug aba 0 0 soph-07/12-02 M 4y1m
subject_23 Test 1 2 similar similar bug aba 1 1 soph-07/12-02 M 4y1m
subject_23 Test 2 1 catch catch flower nak 0 0 soph-07/12-02 M 4y1m
subject_23 Test 2 1 catch catch flower nak 1 1 soph-07/12-02 M 4y1m
subject_23 Test 2 1 catch catch flower nak 1 1 soph-07/12-02 M 4y1m
subject_23 Test 2 1 catch catch flower nak 1 0 soph-07/12-02 M 4y1m
subject_23 Test 2 2 catch catch flower nak 1 1 soph-07/12-02 M 4y1m
subject_23 Test 2 2 catch catch flower nak 0 1 soph-07/12-02 M 4y1m
subject_23 Test 2 2 catch catch flower nak 1 1 soph-07/12-02 M 4y1m
subject_23 Test 2 2 catch catch flower nak 1 1 soph-07/12-02 M 4y1m
subject_23 Test 3 1 similar different fish neem 1 0 soph-07/12-02 M 4y1m
subject_23 Test 3 1 similar different fish neem 0 1 soph-07/12-02 M 4y1m
subject_23 Test 3 1 similar different fish neem 1 0 soph-07/12-02 M 4y1m
subject_23 Test 3 1 similar different fish neem 0 1 soph-07/12-02 M 4y1m
subject_23 Test 3 2 similar different fish neem 1 0 soph-07/12-02 M 4y1m
subject_23 Test 3 2 similar different fish neem 1 0 soph-07/12-02 M 4y1m
subject_23 Test 3 2 similar different fish neem 1 0 soph-07/12-02 M 4y1m
subject_23 Test 3 2 similar different fish neem 1 0 soph-07/12-02 M 4y1m
subject_23 Test 4 1 different similar tree aka 0 0 soph-07/12-02 M 4y1m
subject_23 Test 4 1 different similar tree aka 1 0 soph-07/12-02 M 4y1m
subject_23 Test 4 1 different similar tree aka 1 1 soph-07/12-02 M 4y1m
subject_23 Test 4 1 different similar tree aka 1 1 soph-07/12-02 M 4y1m
subject_23 Test 4 2 different similar tree aka 1 0 soph-07/12-02 M 4y1m
subject_23 Test 4 2 different similar tree aka 1 1 soph-07/12-02 M 4y1m
subject_23 Test 4 2 different similar tree aka 1 0 soph-07/12-02 M 4y1m
subject_23 Test 4 2 different similar tree aka 1 1 soph-07/12-02 M 4y1m
subject_24 Test_pre joint NA NA NA NA NA 1 NA soph-07/12-03 F 4y3m
subject_24 Test_pre joint NA NA NA NA NA 1 NA soph-07/12-03 F 4y3m
subject_24 Test_pre joint NA NA NA NA NA 1 NA soph-07/12-03 F 4y3m
subject_24 Test_pre joint NA NA NA NA NA 1 NA soph-07/12-03 F 4y3m
subject_24 Test 0 1 similar different bug aba 0 0 soph-07/12-03 F 4y3m
subject_24 Test 0 1 similar different bug aba 1 1 soph-07/12-03 F 4y3m
subject_24 Test 0 1 similar different bug aba 0 1 soph-07/12-03 F 4y3m
subject_24 Test 0 1 similar different bug aba 1 0 soph-07/12-03 F 4y3m
subject_24 Test 0 2 similar different bug aba 1 0 soph-07/12-03 F 4y3m
subject_24 Test 0 2 similar different bug aba 1 1 soph-07/12-03 F 4y3m
subject_24 Test 0 2 similar different bug aba 1 0 soph-07/12-03 F 4y3m
subject_24 Test 0 2 similar different bug aba 1 1 soph-07/12-03 F 4y3m
subject_24 Test 1 1 different similar tree neem 0 0 soph-07/12-03 F 4y3m
subject_24 Test 1 1 different similar tree neem 0 0 soph-07/12-03 F 4y3m
subject_24 Test 1 1 different similar tree neem 1 1 soph-07/12-03 F 4y3m
subject_24 Test 1 1 different similar tree neem 1 1 soph-07/12-03 F 4y3m
subject_24 Test 1 2 different similar tree neem 1 1 soph-07/12-03 F 4y3m
subject_24 Test 1 2 different similar tree neem 1 0 soph-07/12-03 F 4y3m
subject_24 Test 1 2 different similar tree neem 1 0 soph-07/12-03 F 4y3m
subject_24 Test 1 2 different similar tree neem 1 1 soph-07/12-03 F 4y3m
subject_24 Test 2 1 catch catch flower nak 0 1 soph-07/12-03 F 4y3m
subject_24 Test 2 1 catch catch flower nak 1 0 soph-07/12-03 F 4y3m
subject_24 Test 2 1 catch catch flower nak 1 0 soph-07/12-03 F 4y3m
subject_24 Test 2 1 catch catch flower nak 0 1 soph-07/12-03 F 4y3m
subject_24 Test 2 2 catch catch flower nak 0 0 soph-07/12-03 F 4y3m
subject_24 Test 2 2 catch catch flower nak 0 1 soph-07/12-03 F 4y3m
subject_24 Test 2 2 catch catch flower nak 1 0 soph-07/12-03 F 4y3m
subject_24 Test 2 2 catch catch flower nak 0 1 soph-07/12-03 F 4y3m
subject_24 Test 3 1 different different bird aka 0 0 soph-07/12-03 F 4y3m
subject_24 Test 3 1 different different bird aka 0 0 soph-07/12-03 F 4y3m
subject_24 Test 3 1 different different bird aka 1 1 soph-07/12-03 F 4y3m
subject_24 Test 3 1 different different bird aka 1 1 soph-07/12-03 F 4y3m
subject_24 Test 3 2 different different bird aka 0 1 soph-07/12-03 F 4y3m
subject_24 Test 3 2 different different bird aka 1 0 soph-07/12-03 F 4y3m
subject_24 Test 3 2 different different bird aka 1 0 soph-07/12-03 F 4y3m
subject_24 Test 3 2 different different bird aka 1 1 soph-07/12-03 F 4y3m
subject_24 Test 4 1 similar similar fish zem 0 0 soph-07/12-03 F 4y3m
subject_24 Test 4 1 similar similar fish zem 0 1 soph-07/12-03 F 4y3m
subject_24 Test 4 1 similar similar fish zem 0 0 soph-07/12-03 F 4y3m
subject_24 Test 4 1 similar similar fish zem 0 1 soph-07/12-03 F 4y3m
subject_24 Test 4 2 similar similar fish zem 0 0 soph-07/12-03 F 4y3m
subject_24 Test 4 2 similar similar fish zem 1 0 soph-07/12-03 F 4y3m
subject_24 Test 4 2 similar similar fish zem 0 1 soph-07/12-03 F 4y3m
subject_24 Test 4 2 similar similar fish zem 1 1 soph-07/12-03 F 4y3m
subject_25 Test_pre joint NA NA NA NA NA 0 NA soph-07/13-01 F 5y0m
subject_25 Test_pre joint NA NA NA NA NA 0 NA soph-07/13-01 F 5y0m
subject_25 Test_pre joint NA NA NA NA NA 1 NA soph-07/13-01 F 5y0m
subject_25 Test_pre joint NA NA NA NA NA 1 NA soph-07/13-01 F 5y0m
subject_25 Test 0 1 similar different bird aba 0 0 soph-07/13-01 F 5y0m
subject_25 Test 0 1 similar different bird aba 0 1 soph-07/13-01 F 5y0m
subject_25 Test 0 1 similar different bird aba 1 0 soph-07/13-01 F 5y0m
subject_25 Test 0 1 similar different bird aba 0 1 soph-07/13-01 F 5y0m
subject_25 Test 0 2 similar different bird aba 0 0 soph-07/13-01 F 5y0m
subject_25 Test 0 2 similar different bird aba 1 1 soph-07/13-01 F 5y0m
subject_25 Test 0 2 similar different bird aba 0 0 soph-07/13-01 F 5y0m
subject_25 Test 0 2 similar different bird aba 1 1 soph-07/13-01 F 5y0m
subject_25 Test 1 1 different similar fish neem 0 0 soph-07/13-01 F 5y0m
subject_25 Test 1 1 different similar fish neem 0 0 soph-07/13-01 F 5y0m
subject_25 Test 1 1 different similar fish neem 0 1 soph-07/13-01 F 5y0m
subject_25 Test 1 1 different similar fish neem 1 1 soph-07/13-01 F 5y0m
subject_25 Test 1 2 different similar fish neem 0 0 soph-07/13-01 F 5y0m
subject_25 Test 1 2 different similar fish neem 0 0 soph-07/13-01 F 5y0m
subject_25 Test 1 2 different similar fish neem 1 1 soph-07/13-01 F 5y0m
subject_25 Test 1 2 different similar fish neem 1 1 soph-07/13-01 F 5y0m
subject_25 Test 2 1 catch catch flower nak 0 0 soph-07/13-01 F 5y0m
subject_25 Test 2 1 catch catch flower nak 0 0 soph-07/13-01 F 5y0m
subject_25 Test 2 1 catch catch flower nak 0 0 soph-07/13-01 F 5y0m
subject_25 Test 2 1 catch catch flower nak 0 0 soph-07/13-01 F 5y0m
subject_25 Test 2 2 catch catch flower nak 0 0 soph-07/13-01 F 5y0m
subject_25 Test 2 2 catch catch flower nak 0 0 soph-07/13-01 F 5y0m
subject_25 Test 2 2 catch catch flower nak 1 1 soph-07/13-01 F 5y0m
subject_25 Test 2 2 catch catch flower nak 1 1 soph-07/13-01 F 5y0m
subject_25 Test 3 1 different different tree aka 1 1 soph-07/13-01 F 5y0m
subject_25 Test 3 1 different different tree aka 1 1 soph-07/13-01 F 5y0m
subject_25 Test 3 1 different different tree aka 1 1 soph-07/13-01 F 5y0m
subject_25 Test 3 1 different different tree aka 1 1 soph-07/13-01 F 5y0m
subject_25 Test 3 2 different different tree aka 0 0 soph-07/13-01 F 5y0m
subject_25 Test 3 2 different different tree aka 0 0 soph-07/13-01 F 5y0m
subject_25 Test 3 2 different different tree aka 0 0 soph-07/13-01 F 5y0m
subject_25 Test 3 2 different different tree aka 0 0 soph-07/13-01 F 5y0m
subject_25 Test 4 1 similar similar bug zem 1 0 soph-07/13-01 F 5y0m
subject_25 Test 4 1 similar similar bug zem 1 0 soph-07/13-01 F 5y0m
subject_25 Test 4 1 similar similar bug zem 1 0 soph-07/13-01 F 5y0m
subject_25 Test 4 1 similar similar bug zem 0 0 soph-07/13-01 F 5y0m
subject_25 Test 4 2 similar similar bug zem 1 1 soph-07/13-01 F 5y0m
subject_25 Test 4 2 similar similar bug zem 1 1 soph-07/13-01 F 5y0m
subject_25 Test 4 2 similar similar bug zem 0 0 soph-07/13-01 F 5y0m
subject_25 Test 4 2 similar similar bug zem 0 0 soph-07/13-01 F 5y0m
subject_26 Test_pre joint NA NA NA NA NA 0 NA soph-07/16-01 M 4y7m
subject_26 Test_pre joint NA NA NA NA NA 1 NA soph-07/16-01 M 4y7m
subject_26 Test_pre joint NA NA NA NA NA 1 NA soph-07/16-01 M 4y7m
subject_26 Test_pre joint NA NA NA NA NA 1 NA soph-07/16-01 M 4y7m
subject_26 Test 0 1 similar different bug aba 1 1 soph-07/16-01 M 4y7m
subject_26 Test 0 1 similar different bug aba 1 0 soph-07/16-01 M 4y7m
subject_26 Test 0 1 similar different bug aba 1 1 soph-07/16-01 M 4y7m
subject_26 Test 0 1 similar different bug aba 1 0 soph-07/16-01 M 4y7m
subject_26 Test 0 2 similar different bug aba 1 1 soph-07/16-01 M 4y7m
subject_26 Test 0 2 similar different bug aba 1 0 soph-07/16-01 M 4y7m
subject_26 Test 0 2 similar different bug aba 1 1 soph-07/16-01 M 4y7m
subject_26 Test 0 2 similar different bug aba 0 0 soph-07/16-01 M 4y7m
subject_26 Test 1 1 different similar tree neem 1 0 soph-07/16-01 M 4y7m
subject_26 Test 1 1 different similar tree neem 0 0 soph-07/16-01 M 4y7m
subject_26 Test 1 1 different similar tree neem 1 1 soph-07/16-01 M 4y7m
subject_26 Test 1 1 different similar tree neem 0 1 soph-07/16-01 M 4y7m
subject_26 Test 1 2 different similar tree neem 1 1 soph-07/16-01 M 4y7m
subject_26 Test 1 2 different similar tree neem 0 1 soph-07/16-01 M 4y7m
subject_26 Test 1 2 different similar tree neem 1 1 soph-07/16-01 M 4y7m
subject_26 Test 1 2 different similar tree neem 1 1 soph-07/16-01 M 4y7m
subject_26 Test 2 1 catch catch flower nak 1 1 soph-07/16-01 M 4y7m
subject_26 Test 2 1 catch catch flower nak 1 1 soph-07/16-01 M 4y7m
subject_26 Test 2 1 catch catch flower nak 1 1 soph-07/16-01 M 4y7m
subject_26 Test 2 1 catch catch flower nak 0 1 soph-07/16-01 M 4y7m
subject_26 Test 2 2 catch catch flower nak 1 0 soph-07/16-01 M 4y7m
subject_26 Test 2 2 catch catch flower nak 0 1 soph-07/16-01 M 4y7m
subject_26 Test 2 2 catch catch flower nak 1 0 soph-07/16-01 M 4y7m
subject_26 Test 2 2 catch catch flower nak 1 1 soph-07/16-01 M 4y7m
subject_26 Test 3 1 similar similar bird aka 1 0 soph-07/16-01 M 4y7m
subject_26 Test 3 1 similar similar bird aka 0 1 soph-07/16-01 M 4y7m
subject_26 Test 3 1 similar similar bird aka 1 1 soph-07/16-01 M 4y7m
subject_26 Test 3 1 similar similar bird aka 0 0 soph-07/16-01 M 4y7m
subject_26 Test 3 2 similar similar bird aka 0 0 soph-07/16-01 M 4y7m
subject_26 Test 3 2 similar similar bird aka 1 0 soph-07/16-01 M 4y7m
subject_26 Test 3 2 similar similar bird aka 0 0 soph-07/16-01 M 4y7m
subject_26 Test 3 2 similar similar bird aka 1 0 soph-07/16-01 M 4y7m
subject_26 Test 4 1 different different fish zem 0 1 soph-07/16-01 M 4y7m
subject_26 Test 4 1 different different fish zem 1 0 soph-07/16-01 M 4y7m
subject_26 Test 4 1 different different fish zem 0 0 soph-07/16-01 M 4y7m
subject_26 Test 4 1 different different fish zem 1 1 soph-07/16-01 M 4y7m
subject_26 Test 4 2 different different fish zem 0 1 soph-07/16-01 M 4y7m
subject_26 Test 4 2 different different fish zem 1 0 soph-07/16-01 M 4y7m
subject_26 Test 4 2 different different fish zem 1 1 soph-07/16-01 M 4y7m
subject_26 Test 4 2 different different fish zem 0 0 soph-07/16-01 M 4y7m
subject_27 Test_pre joint NA NA NA NA NA 0 NA soph-07/16-02 M 4y9m
subject_27 Test_pre joint NA NA NA NA NA 0 NA soph-07/16-02 M 4y9m
subject_27 Test_pre joint NA NA NA NA NA 1 NA soph-07/16-02 M 4y9m
subject_27 Test_pre joint NA NA NA NA NA 1 NA soph-07/16-02 M 4y9m
subject_27 Test 0 1 different different tree neem 0 0 soph-07/16-02 M 4y9m
subject_27 Test 0 1 different different tree neem 0 0 soph-07/16-02 M 4y9m
subject_27 Test 0 1 different different tree neem 1 1 soph-07/16-02 M 4y9m
subject_27 Test 0 1 different different tree neem 1 1 soph-07/16-02 M 4y9m
subject_27 Test 0 2 different different tree neem 0 1 soph-07/16-02 M 4y9m
subject_27 Test 0 2 different different tree neem 1 0 soph-07/16-02 M 4y9m
subject_27 Test 0 2 different different tree neem 0 1 soph-07/16-02 M 4y9m
subject_27 Test 0 2 different different tree neem 1 0 soph-07/16-02 M 4y9m
subject_27 Test 1 1 similar similar fish aka 0 0 soph-07/16-02 M 4y9m
subject_27 Test 1 1 similar similar fish aka 0 0 soph-07/16-02 M 4y9m
subject_27 Test 1 1 similar similar fish aka 0 0 soph-07/16-02 M 4y9m
subject_27 Test 1 1 similar similar fish aka 0 0 soph-07/16-02 M 4y9m
subject_27 Test 1 2 similar similar fish aka 0 0 soph-07/16-02 M 4y9m
subject_27 Test 1 2 similar similar fish aka 0 0 soph-07/16-02 M 4y9m
subject_27 Test 1 2 similar similar fish aka 1 1 soph-07/16-02 M 4y9m
subject_27 Test 1 2 similar similar fish aka 1 1 soph-07/16-02 M 4y9m
subject_27 Test 2 1 catch catch flower nak 0 0 soph-07/16-02 M 4y9m
subject_27 Test 2 1 catch catch flower nak 0 0 soph-07/16-02 M 4y9m
subject_27 Test 2 1 catch catch flower nak 0 0 soph-07/16-02 M 4y9m
subject_27 Test 2 1 catch catch flower nak 0 0 soph-07/16-02 M 4y9m
subject_27 Test 2 2 catch catch flower nak 1 1 soph-07/16-02 M 4y9m
subject_27 Test 2 2 catch catch flower nak 0 0 soph-07/16-02 M 4y9m
subject_27 Test 2 2 catch catch flower nak 0 0 soph-07/16-02 M 4y9m
subject_27 Test 2 2 catch catch flower nak 1 1 soph-07/16-02 M 4y9m
subject_27 Test 3 1 different similar bug zem 0 1 soph-07/16-02 M 4y9m
subject_27 Test 3 1 different similar bug zem 1 0 soph-07/16-02 M 4y9m
subject_27 Test 3 1 different similar bug zem 0 0 soph-07/16-02 M 4y9m
subject_27 Test 3 1 different similar bug zem 1 1 soph-07/16-02 M 4y9m
subject_27 Test 3 2 different similar bug zem 0 1 soph-07/16-02 M 4y9m
subject_27 Test 3 2 different similar bug zem 0 1 soph-07/16-02 M 4y9m
subject_27 Test 3 2 different similar bug zem 1 1 soph-07/16-02 M 4y9m
subject_27 Test 3 2 different similar bug zem 1 1 soph-07/16-02 M 4y9m
subject_27 Test 4 1 similar different bird aba 0 0 soph-07/16-02 M 4y9m
subject_27 Test 4 1 similar different bird aba 1 0 soph-07/16-02 M 4y9m
subject_27 Test 4 1 similar different bird aba 0 0 soph-07/16-02 M 4y9m
subject_27 Test 4 1 similar different bird aba 1 0 soph-07/16-02 M 4y9m
subject_27 Test 4 2 similar different bird aba 0 0 soph-07/16-02 M 4y9m
subject_27 Test 4 2 similar different bird aba 0 0 soph-07/16-02 M 4y9m
subject_27 Test 4 2 similar different bird aba 0 0 soph-07/16-02 M 4y9m
subject_27 Test 4 2 similar different bird aba 0 0 soph-07/16-02 M 4y9m
subject_28 Test_pre joint NA NA NA NA NA 1 NA soph-07/16-03 M 5y6m
subject_28 Test_pre joint NA NA NA NA NA 0 NA soph-07/16-03 M 5y6m
subject_28 Test_pre joint NA NA NA NA NA 1 NA soph-07/16-03 M 5y6m
subject_28 Test_pre joint NA NA NA NA NA 1 NA soph-07/16-03 M 5y6m
subject_28 Test 0 1 similar similar bird aba 1 1 soph-07/16-03 M 5y6m
subject_28 Test 0 1 similar similar bird aba 0 0 soph-07/16-03 M 5y6m
subject_28 Test 0 1 similar similar bird aba 1 1 soph-07/16-03 M 5y6m
subject_28 Test 0 1 similar similar bird aba 0 0 soph-07/16-03 M 5y6m
subject_28 Test 0 2 similar similar bird aba 0 0 soph-07/16-03 M 5y6m
subject_28 Test 0 2 similar similar bird aba 1 1 soph-07/16-03 M 5y6m
subject_28 Test 0 2 similar similar bird aba 0 0 soph-07/16-03 M 5y6m
subject_28 Test 0 2 similar similar bird aba 1 1 soph-07/16-03 M 5y6m
subject_28 Test 1 1 different different tree neem 0 0 soph-07/16-03 M 5y6m
subject_28 Test 1 1 different different tree neem 1 0 soph-07/16-03 M 5y6m
subject_28 Test 1 1 different different tree neem 1 0 soph-07/16-03 M 5y6m
subject_28 Test 1 1 different different tree neem 1 0 soph-07/16-03 M 5y6m
subject_28 Test 1 2 different different tree neem 1 1 soph-07/16-03 M 5y6m
subject_28 Test 1 2 different different tree neem 0 0 soph-07/16-03 M 5y6m
subject_28 Test 1 2 different different tree neem 1 1 soph-07/16-03 M 5y6m
subject_28 Test 1 2 different different tree neem 1 0 soph-07/16-03 M 5y6m
subject_28 Test 2 1 catch catch flower nak 1 1 soph-07/16-03 M 5y6m
subject_28 Test 2 1 catch catch flower nak 0 1 soph-07/16-03 M 5y6m
subject_28 Test 2 1 catch catch flower nak 1 1 soph-07/16-03 M 5y6m
subject_28 Test 2 1 catch catch flower nak 1 1 soph-07/16-03 M 5y6m
subject_28 Test 2 2 catch catch flower nak 1 1 soph-07/16-03 M 5y6m
subject_28 Test 2 2 catch catch flower nak 0 1 soph-07/16-03 M 5y6m
subject_28 Test 2 2 catch catch flower nak 0 1 soph-07/16-03 M 5y6m
subject_28 Test 2 2 catch catch flower nak 1 1 soph-07/16-03 M 5y6m
subject_28 Test 3 1 similar different bug aka 1 0 soph-07/16-03 M 5y6m
subject_28 Test 3 1 similar different bug aka 0 1 soph-07/16-03 M 5y6m
subject_28 Test 3 1 similar different bug aka 1 1 soph-07/16-03 M 5y6m
subject_28 Test 3 1 similar different bug aka 0 0 soph-07/16-03 M 5y6m
subject_28 Test 3 2 similar different bug aka 1 0 soph-07/16-03 M 5y6m
subject_28 Test 3 2 similar different bug aka 1 0 soph-07/16-03 M 5y6m
subject_28 Test 3 2 similar different bug aka 0 1 soph-07/16-03 M 5y6m
