ID type condition trial sound_dist concept_dist item sameDiff answer correct native gender age
subject_10 Test 3 2 similar different bug NA 0 0 other F 5
subject_10 Test 4 1 different different fish NA 1 0 other F 5
subject_10 Test 4 1 different different fish NA 0 0 other F 5
subject_10 Test 4 1 different different fish NA 1 1 other F 5
subject_10 Test 4 1 different different fish NA 1 1 other F 5
subject_10 Test 4 2 different different fish NA 0 0 other F 5
subject_10 Test 4 2 different different fish NA 0 0 other F 5
subject_10 Test 4 2 different different fish NA 0 0 other F 5
subject_10 Test 4 2 different different fish NA 0 0 other F 5
subject_10 Test 1 1 different similar bird NA 1 1 other F 5
subject_10 Test 1 1 different similar bird NA 0 0 other F 5
subject_10 Test 1 1 different similar bird NA 0 0 other F 5
subject_10 Test 1 1 different similar bird NA 1 1 other F 5
subject_10 Test 1 2 different similar bird NA 0 0 other F 5
subject_10 Test 1 2 different similar bird NA 1 1 other F 5
subject_10 Test 1 2 different similar bird NA 1 0 other F 5
subject_10 Test 1 2 different similar bird NA 1 1 other F 5
subject_10 Test 0 1 similar similar flower NA 0 0 other F 5
subject_10 Test 0 1 similar similar flower NA 1 1 other F 5
subject_10 Test 0 1 similar similar flower NA 1 1 other F 5
subject_10 Test 0 1 similar similar flower NA 0 0 other F 5
subject_10 Test 0 2 similar similar flower NA 0 0 other F 5
subject_10 Test 0 2 similar similar flower NA 0 0 other F 5
subject_10 Test 0 2 similar similar flower NA 0 0 other F 5
subject_10 Test 0 2 similar similar flower NA 0 0 other F 5
subject_10 Test 2 1 maximal similar fish NA 0 0 other F 5
subject_10 Test 2 1 maximal similar fish NA 0 0 other F 5
subject_10 Test 2 1 maximal similar fish NA 1 1 other F 5
subject_10 Test 2 1 maximal similar fish NA 1 1 other F 5
subject_10 Test 2 2 maximal similar fish NA 0 0 other F 5
subject_10 Test 2 2 maximal similar fish NA 1 1 other F 5
subject_10 Test 2 2 maximal similar fish NA 1 1 other F 5
subject_10 Test 2 2 maximal similar fish NA 0 0 other F 5
subject_11 Test_pre joint NA NA NA  NA 0 NA other F 4
subject_11 Test_pre joint NA NA NA  NA 0 NA other F 4
subject_11 Test 3 1 similar different bird NA 0 0 other F 4
subject_11 Test 3 1 similar different bird NA 1 1 other F 4
subject_11 Test 3 1 similar different bird NA 1 1 other F 4
subject_11 Test 3 1 similar different bird NA 0 0 other F 4
subject_11 Test 3 2 similar different bird NA 0 1 other F 4
subject_11 Test 3 2 similar different bird NA 1 1 other F 4
subject_11 Test 3 2 similar different bird NA 0 0 other F 4
subject_11 Test 3 2 similar different bird NA 1 0 other F 4
subject_11 Test 5 1 maximal different bug NA 1 1 other F 4
subject_11 Test 5 1 maximal different bug NA 1 1 other F 4
subject_11 Test 5 1 maximal different bug NA 1 1 other F 4
subject_11 Test 5 1 maximal different bug NA 1 1 other F 4
subject_11 Test 5 2 maximal different bug NA 1 0 other F 4
subject_11 Test 5 2 maximal different bug NA 0 0 other F 4
subject_11 Test 5 2 maximal different bug NA 0 1 other F 4
subject_11 Test 5 2 maximal different bug NA 0 1 other F 4
subject_11 Test 1 1 different similar fish NA 0 1 other F 4
subject_11 Test 1 1 different similar fish NA 1 1 other F 4
subject_11 Test 1 1 different similar fish NA 1 0 other F 4
subject_11 Test 1 1 different similar fish NA 0 0 other F 4
subject_11 Test 1 2 different similar fish NA 0 1 other F 4
subject_11 Test 1 2 different similar fish NA 1 0 other F 4
subject_11 Test 1 2 different similar fish NA 1 1 other F 4
subject_11 Test 1 2 different similar fish NA 0 0 other F 4
subject_11 Test 2 1 maximal similar flower NA 0 0 other F 4
subject_11 Test 2 1 maximal similar flower NA 1 1 other F 4
subject_11 Test 2 1 maximal similar flower NA 0 0 other F 4
subject_11 Test 2 1 maximal similar flower NA 0 1 other F 4
subject_11 Test 2 2 maximal similar flower NA 0 0 other F 4
subject_11 Test 2 2 maximal similar flower NA 1 0 other F 4
subject_11 Test 2 2 maximal similar flower NA 0 0 other F 4
subject_11 Test 2 2 maximal similar flower NA 0 0 other F 4
subject_11 Test 0 1 similar similar bug NA 0 1 other F 4
subject_11 Test 0 1 similar similar bug NA 1 0 other F 4
subject_11 Test 0 1 similar similar bug NA 1 0 other F 4
subject_11 Test 0 1 similar similar bug NA 1 1 other F 4
subject_11 Test 0 2 similar similar bug NA 0 0 other F 4
subject_11 Test 0 2 similar similar bug NA 1 0 other F 4
subject_11 Test 0 2 similar similar bug NA 1 0 other F 4
subject_11 Test 0 2 similar similar bug NA 0 0 other F 4
subject_11 Test 4 1 different different flower NA 0 0 other F 4
subject_11 Test 4 1 different different flower NA 1 0 other F 4
subject_11 Test 4 1 different different flower NA 0 0 other F 4
subject_11 Test 4 1 different different flower NA 1 0 other F 4
subject_11 Test 4 2 different different flower NA 0 1 other F 4
subject_11 Test 4 2 different different flower NA 1 1 other F 4
subject_11 Test 4 2 different different flower NA 0 0 other F 4
subject_11 Test 4 2 different different flower NA 1 0 other F 4
subject_12 Test_pre joint NA NA NA  NA 0 NA other F 4
subject_12 Test_pre joint NA NA NA  NA 0 NA other F 4
subject_12 Test 0 1 similar similar bird NA 0 0 other F 4
subject_12 Test 0 1 similar similar bird NA 0 0 other F 4
subject_12 Test 0 1 similar similar bird NA 1 1 other F 4
subject_12 Test 0 1 similar similar bird NA 1 1 other F 4
subject_12 Test 0 2 similar similar bird NA 1 0 other F 4
subject_12 Test 0 2 similar similar bird NA 1 0 other F 4
subject_12 Test 0 2 similar similar bird NA 0 1 other F 4
subject_12 Test 0 2 similar similar bird NA 1 1 other F 4
subject_12 Test 3 1 similar different fish NA 0 1 other F 4
subject_12 Test 3 1 similar different fish NA 0 1 other F 4
subject_12 Test 3 1 similar different fish NA 1 1 other F 4
subject_12 Test 3 1 similar different fish NA 1 1 other F 4
subject_12 Test 3 2 similar different fish NA 0 1 other F 4
subject_12 Test 3 2 similar different fish NA 1 0 other F 4
subject_12 Test 3 2 similar different fish NA 1 1 other F 4
subject_12 Test 3 2 similar different fish NA 0 0 other F 4
subject_12 Test 4 1 different different bug NA 0 0 other F 4
subject_12 Test 4 1 different different bug NA 0 1 other F 4
subject_12 Test 4 1 different different bug NA 0 1 other F 4
subject_12 Test 4 1 different different bug NA 0 0 other F 4
subject_12 Test 4 2 different different bug NA 1 0 other F 4
subject_12 Test 4 2 different different bug NA 0 1 other F 4
subject_12 Test 4 2 different different bug NA 0 0 other F 4
subject_12 Test 4 2 different different bug NA 0 1 other F 4
subject_12 Test 5 1 maximal different bird NA 0 1 other F 4
subject_12 Test 5 1 maximal different bird NA 0 0 other F 4
subject_12 Test 5 1 maximal different bird NA 0 0 other F 4
subject_12 Test 5 1 maximal different bird NA 0 1 other F 4
subject_12 Test 5 2 maximal different bird NA 0 0 other F 4
subject_12 Test 5 2 maximal different bird NA 0 1 other F 4
subject_12 Test 5 2 maximal different bird NA 0 0 other F 4
subject_12 Test 5 2 maximal different bird NA 0 1 other F 4
subject_12 Test 2 1 maximal similar bug NA 0 1 other F 4
subject_12 Test 2 1 maximal similar bug NA 0 1 other F 4
subject_12 Test 2 1 maximal similar bug NA 0 1 other F 4
subject_12 Test 2 1 maximal similar bug NA 0 1 other F 4
subject_12 Test 2 2 maximal similar bug NA 0 0 other F 4
subject_12 Test 2 2 maximal similar bug NA 1 0 other F 4
subject_12 Test 2 2 maximal similar bug NA 0 1 other F 4
subject_12 Test 2 2 maximal similar bug NA 0 1 other F 4
subject_12 Test 1 1 different similar flower NA 0 1 other F 4
subject_12 Test 1 1 different similar flower NA 0 0 other F 4
subject_12 Test 1 1 different similar flower NA 0 0 other F 4
subject_12 Test 1 1 different similar flower NA 0 1 other F 4
subject_12 Test 1 2 different similar flower NA 0 0 other F 4
subject_12 Test 1 2 different similar flower NA 0 0 other F 4
subject_12 Test 1 2 different similar flower NA 0 1 other F 4
subject_12 Test 1 2 different similar flower NA 0 1 other F 4
subject_13 Test_pre joint NA NA NA  NA 1 NA other M 4
subject_13 Test_pre joint NA NA NA  NA 0 NA other M 4
subject_13 Test 4 1 different different fish NA 1 1 other M 4
subject_13 Test 4 1 different different fish NA 0 0 other M 4
subject_13 Test 4 1 different different fish NA 0 0 other M 4
subject_13 Test 4 1 different different fish NA 0 1 other M 4
subject_13 Test 4 2 different different fish NA 1 1 other M 4
subject_13 Test 4 2 different different fish NA 0 0 other M 4
subject_13 Test 4 2 different different fish NA 1 0 other M 4
subject_13 Test 4 2 different different fish NA 0 1 other M 4
subject_13 Test 0 1 similar similar bird NA 1 0 other M 4
subject_13 Test 0 1 similar similar bird NA 0 0 other M 4
subject_13 Test 0 1 similar similar bird NA 1 0 other M 4
subject_13 Test 0 1 similar similar bird NA 1 0 other M 4
subject_13 Test 0 2 similar similar bird NA 1 0 other M 4
subject_13 Test 0 2 similar similar bird NA 0 0 other M 4
subject_13 Test 0 2 similar similar bird NA 1 1 other M 4
subject_13 Test 0 2 similar similar bird NA 0 1 other M 4
subject_13 Test 1 1 different similar flower NA 0 0 other M 4
subject_13 Test 1 1 different similar flower NA 0 0 other M 4
subject_13 Test 1 1 different similar flower NA 0 0 other M 4
subject_13 Test 1 1 different similar flower NA 1 0 other M 4
subject_13 Test 1 2 different similar flower NA 0 1 other M 4
subject_13 Test 1 2 different similar flower NA 0 1 other M 4
subject_13 Test 1 2 different similar flower NA 1 1 other M 4
subject_13 Test 1 2 different similar flower NA 0 1 other M 4
subject_13 Test 2 1 maximal similar fish NA 0 0 other M 4
subject_13 Test 2 1 maximal similar fish NA 0 0 other M 4
subject_13 Test 2 1 maximal similar fish NA 1 1 other M 4
subject_13 Test 2 1 maximal similar fish NA 1 1 other M 4
subject_13 Test 2 2 maximal similar fish NA 0 0 other M 4
subject_13 Test 2 2 maximal similar fish NA 1 1 other M 4
subject_13 Test 2 2 maximal similar fish NA 0 0 other M 4
subject_13 Test 2 2 maximal similar fish NA 1 1 other M 4
subject_13 Test 3 1 similar different bug NA 0 1 other M 4
subject_13 Test 3 1 similar different bug NA 0 1 other M 4
subject_13 Test 3 1 similar different bug NA 1 1 other M 4
subject_13 Test 3 1 similar different bug NA 0 1 other M 4
subject_13 Test 3 2 similar different bug NA 1 0 other M 4
subject_13 Test 3 2 similar different bug NA 1 1 other M 4
subject_13 Test 3 2 similar different bug NA 0 1 other M 4
subject_13 Test 3 2 similar different bug NA 1 0 other M 4
subject_13 Test 5 1 maximal different bird NA 1 0 other M 4
subject_13 Test 5 1 maximal different bird NA 0 1 other M 4
subject_13 Test 5 1 maximal different bird NA 0 0 other M 4
subject_13 Test 5 1 maximal different bird NA 1 1 other M 4
subject_13 Test 5 2 maximal different bird NA 0 0 other M 4
subject_13 Test 5 2 maximal different bird NA 0 0 other M 4
subject_13 Test 5 2 maximal different bird NA 0 0 other M 4
subject_13 Test 5 2 maximal different bird NA 1 0 other M 4
subject_14 Test_pre joint NA NA NA  NA 1 NA other F 3
subject_14 Test_pre joint NA NA NA  NA 0 NA other F 3
subject_14 Test 3 1 similar different flower NA 0 1 other F 3
subject_14 Test 3 1 similar different flower NA 0 1 other F 3
subject_14 Test 3 1 similar different flower NA 1 1 other F 3
subject_14 Test 3 1 similar different flower NA 0 1 other F 3
subject_14 Test 3 2 similar different flower NA 0 1 other F 3
subject_14 Test 3 2 similar different flower NA 1 0 other F 3
subject_14 Test 3 2 similar different flower NA 0 0 other F 3
subject_14 Test 3 2 similar different flower NA 0 1 other F 3
subject_14 Test 2 1 maximal similar fish NA 0 1 other F 3
subject_14 Test 2 1 maximal similar fish NA 1 0 other F 3
subject_14 Test 2 1 maximal similar fish NA 1 1 other F 3
subject_14 Test 2 1 maximal similar fish NA 0 0 other F 3
subject_14 Test 2 2 maximal similar fish NA 0 1 other F 3
subject_14 Test 2 2 maximal similar fish NA 1 1 other F 3
subject_14 Test 2 2 maximal similar fish NA 1 1 other F 3
subject_14 Test 2 2 maximal similar fish NA 1 1 other F 3
subject_14 Test 0 1 similar similar bug NA 0 0 other F 3
subject_14 Test 0 1 similar similar bug NA 1 1 other F 3
subject_14 Test 0 1 similar similar bug NA 0 0 other F 3
subject_14 Test 0 1 similar similar bug NA 1 1 other F 3
subject_14 Test 0 2 similar similar bug NA 0 0 other F 3
subject_14 Test 0 2 similar similar bug NA 0 1 other F 3
subject_14 Test 0 2 similar similar bug NA 1 0 other F 3
subject_14 Test 0 2 similar similar bug NA 0 1 other F 3
subject_14 Test 5 1 maximal different bug NA 1 0 other F 3
subject_14 Test 5 1 maximal different bug NA 0 0 other F 3
subject_14 Test 5 1 maximal different bug NA 1 1 other F 3
subject_14 Test 5 1 maximal different bug NA 1 1 other F 3
subject_14 Test 5 2 maximal different bug NA 1 0 other F 3
subject_14 Test 5 2 maximal different bug NA 0 0 other F 3
subject_14 Test 5 2 maximal different bug NA 0 0 other F 3
subject_14 Test 5 2 maximal different bug NA 0 0 other F 3
subject_14 Test 4 1 different different fish NA 1 0 other F 3
subject_14 Test 4 1 different different fish NA 0 1 other F 3
subject_14 Test 4 1 different different fish NA 0 0 other F 3
subject_14 Test 4 1 different different fish NA 1 1 other F 3
subject_14 Test 4 2 different different fish NA 0 0 other F 3
subject_14 Test 4 2 different different fish NA 1 1 other F 3
subject_14 Test 4 2 different different fish NA 0 1 other F 3
subject_14 Test 4 2 different different fish NA 1 0 other F 3
subject_14 Test 1 1 different similar bird NA 0 0 other F 3
subject_14 Test 1 1 different similar bird NA 1 1 other F 3
subject_14 Test 1 1 different similar bird NA 0 0 other F 3
subject_14 Test 1 1 different similar bird NA 1 1 other F 3
subject_14 Test 1 2 different similar bird NA 0 1 other F 3
subject_14 Test 1 2 different similar bird NA 1 1 other F 3
subject_14 Test 1 2 different similar bird NA 1 0 other F 3
subject_14 Test 1 2 different similar bird NA 0 0 other F 3
subject_15 Test_pre joint NA NA NA  NA 0 NA other F 4
subject_15 Test_pre joint NA NA NA  NA 1 NA other F 4
subject_15 Test 5 1 maximal different flower NA 1 0 other F 4
subject_15 Test 5 1 maximal different flower NA 1 0 other F 4
subject_15 Test 5 1 maximal different flower NA 0 0 other F 4
subject_15 Test 5 1 maximal different flower NA 1 0 other F 4
subject_15 Test 5 2 maximal different flower NA 1 0 other F 4
subject_15 Test 5 2 maximal different flower NA 0 1 other F 4
subject_15 Test 5 2 maximal different flower NA 0 1 other F 4
subject_15 Test 5 2 maximal different flower NA 1 0 other F 4
subject_15 Test 2 1 maximal similar bird NA 1 1 other F 4
subject_15 Test 2 1 maximal similar bird NA 0 0 other F 4
subject_15 Test 2 1 maximal similar bird NA 0 0 other F 4
subject_15 Test 2 1 maximal similar bird NA 1 1 other F 4
subject_15 Test 2 2 maximal similar bird NA 1 1 other F 4
subject_15 Test 2 2 maximal similar bird NA 0 0 other F 4
subject_15 Test 2 2 maximal similar bird NA 1 0 other F 4
subject_15 Test 2 2 maximal similar bird NA 1 1 other F 4
subject_15 Test 4 1 different different bird NA 0 0 other F 4
subject_15 Test 4 1 different different bird NA 1 0 other F 4
subject_15 Test 4 1 different different bird NA 1 0 other F 4
subject_15 Test 4 1 different different bird NA 0 0 other F 4
subject_15 Test 4 2 different different bird NA 1 1 other F 4
subject_15 Test 4 2 different different bird NA 1 0 other F 4
subject_15 Test 4 2 different different bird NA 1 0 other F 4
subject_15 Test 4 2 different different bird NA 0 1 other F 4
subject_15 Test 3 1 similar different fish NA 1 1 other F 4
subject_15 Test 3 1 similar different fish NA 0 0 other F 4
subject_15 Test 3 1 similar different fish NA 0 0 other F 4
subject_15 Test 3 1 similar different fish NA 1 1 other F 4
subject_15 Test 3 2 similar different fish NA 1 0 other F 4
subject_15 Test 3 2 similar different fish NA 1 0 other F 4
subject_15 Test 3 2 similar different fish NA 0 0 other F 4
subject_15 Test 3 2 similar different fish NA 1 0 other F 4
subject_15 Test 1 1 different similar bug NA 1 1 other F 4
subject_15 Test 1 1 different similar bug NA 0 0 other F 4
subject_15 Test 1 1 different similar bug NA 1 0 other F 4
subject_15 Test 1 1 different similar bug NA 1 1 other F 4
subject_15 Test 1 2 different similar bug NA 1 1 other F 4
subject_15 Test 1 2 different similar bug NA 0 1 other F 4
subject_15 Test 1 2 different similar bug NA 1 0 other F 4
subject_15 Test 1 2 different similar bug NA 0 0 other F 4
subject_15 Test 0 1 similar similar flower NA 0 0 other F 4
subject_15 Test 0 1 similar similar flower NA 1 1 other F 4
subject_15 Test 0 1 similar similar flower NA 1 0 other F 4
subject_15 Test 0 1 similar similar flower NA 0 1 other F 4
subject_15 Test 0 2 similar similar flower NA 1 1 other F 4
subject_15 Test 0 2 similar similar flower NA 0 1 other F 4
subject_15 Test 0 2 similar similar flower NA 1 1 other F 4
subject_15 Test 0 2 similar similar flower NA 0 1 other F 4
subject_16 Test_pre joint NA NA NA  NA 1 NA other M 4
subject_16 Test_pre joint NA NA NA  NA 1 NA other M 4
subject_16 Test 2 1 maximal similar flower NA 1 1 other M 4
subject_16 Test 2 1 maximal similar flower NA 1 1 other M 4
subject_16 Test 2 1 maximal similar flower NA 0 1 other M 4
subject_16 Test 2 1 maximal similar flower NA 0 1 other M 4
subject_16 Test 2 2 maximal similar flower NA 1 0 other M 4
subject_16 Test 2 2 maximal similar flower NA 1 0 other M 4
subject_16 Test 2 2 maximal similar flower NA 0 1 other M 4
subject_16 Test 2 2 maximal similar flower NA 0 1 other M 4
subject_16 Test 3 1 similar different bug NA 1 0 other M 4
subject_16 Test 3 1 similar different bug NA 0 1 other M 4
subject_16 Test 3 1 similar different bug NA 1 0 other M 4
subject_16 Test 3 1 similar different bug NA 1 1 other M 4
subject_16 Test 3 2 similar different bug NA 0 1 other M 4
subject_16 Test 3 2 similar different bug NA 0 1 other M 4
subject_16 Test 3 2 similar different bug NA 1 1 other M 4
subject_16 Test 3 2 similar different bug NA 1 1 other M 4
subject_16 Test 0 1 similar similar fish NA 1 1 other M 4
subject_16 Test 0 1 similar similar fish NA 0 0 other M 4
subject_16 Test 0 1 similar similar fish NA 1 1 other M 4
subject_16 Test 0 1 similar similar fish NA 0 0 other M 4
subject_16 Test 0 2 similar similar fish NA 1 0 other M 4
subject_16 Test 0 2 similar similar fish NA 0 1 other M 4
subject_16 Test 0 2 similar similar fish NA 1 0 other M 4
subject_16 Test 0 2 similar similar fish NA 0 1 other M 4
subject_16 Test 1 1 different similar bird NA 0 0 other M 4
subject_16 Test 1 1 different similar bird NA 1 0 other M 4
subject_16 Test 1 1 different similar bird NA 0 0 other M 4
subject_16 Test 1 1 different similar bird NA 1 0 other M 4
subject_16 Test 1 2 different similar bird NA 0 1 other M 4
subject_16 Test 1 2 different similar bird NA 1 1 other M 4
subject_16 Test 1 2 different similar bird NA 0 1 other M 4
subject_16 Test 1 2 different similar bird NA 1 1 other M 4
subject_16 Test 5 1 maximal different fish NA 0 0 other M 4
subject_16 Test 5 1 maximal different fish NA 0 0 other M 4
subject_16 Test 5 1 maximal different fish NA 0 1 other M 4
subject_16 Test 5 1 maximal different fish NA 0 1 other M 4
subject_16 Test 5 2 maximal different fish NA 1 1 other M 4
subject_16 Test 5 2 maximal different fish NA 1 1 other M 4
subject_16 Test 5 2 maximal different fish NA 0 0 other M 4
subject_16 Test 5 2 maximal different fish NA 0 0 other M 4
subject_16 Test 4 1 different different flower NA 1 0 other M 4
subject_16 Test 4 1 different different flower NA 0 1 other M 4
subject_16 Test 4 1 different different flower NA 1 1 other M 4
subject_16 Test 4 1 different different flower NA 0 0 other M 4
subject_16 Test 4 2 different different flower NA 1 0 other M 4
subject_16 Test 4 2 different different flower NA 0 0 other M 4
subject_16 Test 4 2 different different flower NA 0 0 other M 4
subject_16 Test 4 2 different different flower NA 0 0 other M 4
subject_17 Test_pre joint NA NA NA  NA 0 NA other F 3
subject_17 Test_pre joint NA NA NA  NA 0 NA other F 3
subject_17 Test 3 1 similar different fish NA 0 0 other F 3
subject_17 Test 3 1 similar different fish NA 1 1 other F 3
subject_17 Test 3 1 similar different fish NA 1 1 other F 3
subject_17 Test 3 1 similar different fish NA 0 0 other F 3
subject_17 Test 3 2 similar different fish NA 0 1 other F 3
subject_17 Test 3 2 similar different fish NA 1 0 other F 3
subject_17 Test 3 2 similar different fish NA 1 0 other F 3
subject_17 Test 3 2 similar different fish NA 0 1 other F 3
subject_17 Test 5 1 maximal different flower NA 0 0 other F 3
subject_17 Test 5 1 maximal different flower NA 0 0 other F 3
subject_17 Test 5 1 maximal different flower NA 1 0 other F 3
subject_17 Test 5 1 maximal different flower NA 0 0 other F 3
subject_17 Test 5 2 maximal different flower NA 0 0 other F 3
subject_17 Test 5 2 maximal different flower NA 1 1 other F 3
subject_17 Test 5 2 maximal different flower NA 1 0 other F 3
subject_17 Test 5 2 maximal different flower NA 1 1 other F 3
subject_17 Test 2 1 maximal similar bird NA 0 1 other F 3
subject_17 Test 2 1 maximal similar bird NA 0 1 other F 3
subject_17 Test 2 1 maximal similar bird NA 1 1 other F 3
subject_17 Test 2 1 maximal similar bird NA 0 1 other F 3
subject_17 Test 2 2 maximal similar bird NA 0 1 other F 3
subject_17 Test 2 2 maximal similar bird NA 1 0 other F 3
subject_17 Test 2 2 maximal similar bird NA 0 1 other F 3
subject_17 Test 2 2 maximal similar bird NA 0 0 other F 3
subject_17 Test 1 1 different similar bug NA 0 0 other F 3
subject_17 Test 1 1 different similar bug NA 1 1 other F 3
subject_17 Test 1 1 different similar bug NA 0 0 other F 3
subject_17 Test 1 1 different similar bug NA 0 1 other F 3
subject_17 Test 1 2 different similar bug NA 0 0 other F 3
subject_17 Test 1 2 different similar bug NA 1 1 other F 3
subject_17 Test 1 2 different similar bug NA 1 1 other F 3
subject_17 Test 1 2 different similar bug NA 0 0 other F 3
subject_17 Test 4 1 different different bird NA 0 0 other F 3
subject_17 Test 4 1 different different bird NA 1 1 other F 3
subject_17 Test 4 1 different different bird NA 1 1 other F 3
subject_17 Test 4 1 different different bird NA 0 0 other F 3
subject_17 Test 4 2 different different bird NA 0 1 other F 3
subject_17 Test 4 2 different different bird NA 0 1 other F 3
subject_17 Test 4 2 different different bird NA 1 1 other F 3
subject_17 Test 4 2 different different bird NA 0 1 other F 3
subject_17 Test 0 1 similar similar flower NA 0 0 other F 3
subject_17 Test 0 1 similar similar flower NA 0 0 other F 3
subject_17 Test 0 1 similar similar flower NA 1 1 other F 3
subject_17 Test 0 1 similar similar flower NA 0 1 other F 3
subject_17 Test 0 2 similar similar flower NA 0 1 other F 3
subject_17 Test 0 2 similar similar flower NA 1 1 other F 3
subject_17 Test 0 2 similar similar flower NA 1 1 other F 3
subject_17 Test 0 2 similar similar flower NA 1 1 other F 3
subject_18 Test_pre joint NA NA NA  NA 0 NA other F 4
subject_18 Test_pre joint NA NA NA  NA 1 NA other F 4
subject_18 Test 4 1 different different fish NA 1 0 other F 4
subject_18 Test 4 1 different different fish NA 1 0 other F 4
subject_18 Test 4 1 different different fish NA 1 0 other F 4
subject_18 Test 4 1 different different fish NA 1 0 other F 4
subject_18 Test 4 2 different different fish NA 1 0 other F 4
subject_18 Test 4 2 different different fish NA 0 0 other F 4
subject_18 Test 4 2 different different fish NA 0 0 other F 4
subject_18 Test 4 2 different different fish NA 0 0 other F 4
subject_18 Test 0 1 similar similar bug NA 0 1 other F 4
subject_18 Test 0 1 similar similar bug NA 0 1 other F 4
subject_18 Test 0 1 similar similar bug NA 1 0 other F 4
subject_18 Test 0 1 similar similar bug NA 1 0 other F 4
subject_18 Test 0 2 similar similar bug NA 0 0 other F 4
subject_18 Test 0 2 similar similar bug NA 1 1 other F 4
subject_18 Test 0 2 similar similar bug NA 1 0 other F 4
subject_18 Test 0 2 similar similar bug NA 0 1 other F 4
subject_18 Test 1 1 different similar flower NA 1 1 other F 4
subject_18 Test 1 1 different similar flower NA 1 1 other F 4
subject_18 Test 1 1 different similar flower NA 1 0 other F 4
subject_18 Test 1 1 different similar flower NA 1 0 other F 4
subject_18 Test 1 2 different similar flower NA 0 1 other F 4
subject_18 Test 1 2 different similar flower NA 0 1 other F 4
subject_18 Test 1 2 different similar flower NA 1 1 other F 4
subject_18 Test 1 2 different similar flower NA 0 1 other F 4
subject_18 Test 5 1 maximal different bug NA 1 0 other F 4
subject_18 Test 5 1 maximal different bug NA 0 1 other F 4
subject_18 Test 5 1 maximal different bug NA 0 1 other F 4
subject_18 Test 5 1 maximal different bug NA 1 0 other F 4
subject_18 Test 5 2 maximal different bug NA 0 1 other F 4
subject_18 Test 5 2 maximal different bug NA 1 0 other F 4
subject_18 Test 5 2 maximal different bug NA 0 1 other F 4
subject_18 Test 5 2 maximal different bug NA 1 0 other F 4
subject_18 Test 2 1 maximal similar fish NA 1 0 other F 4
subject_18 Test 2 1 maximal similar fish NA 1 0 other F 4
subject_18 Test 2 1 maximal similar fish NA 1 0 other F 4
subject_18 Test 2 1 maximal similar fish NA 1 0 other F 4
subject_18 Test 2 2 maximal similar fish NA 0 1 other F 4
subject_18 Test 2 2 maximal similar fish NA 1 0 other F 4
subject_18 Test 2 2 maximal similar fish NA 1 0 other F 4
subject_18 Test 2 2 maximal similar fish NA 0 1 other F 4
subject_18 Test 3 1 similar different bird NA 1 0 other F 4
subject_18 Test 3 1 similar different bird NA 1 1 other F 4
subject_18 Test 3 1 similar different bird NA 1 0 other F 4
subject_18 Test 3 1 similar different bird NA 1 1 other F 4
subject_18 Test 3 2 similar different bird NA 0 0 other F 4
subject_18 Test 3 2 similar different bird NA 1 1 other F 4
subject_18 Test 3 2 similar different bird NA 1 1 other F 4
subject_18 Test 3 2 similar different bird NA 0 0 other F 4
subject_19 Test_pre joint NA NA NA  NA 1 NA  F 3
subject_19 Test_pre joint NA NA NA  NA 0 NA  F 3
subject_19 Test 0 1 similar similar flower NA 1 0  F 3
subject_19 Test 0 1 similar similar flower NA 1 1  F 3
subject_19 Test 0 1 similar similar flower NA 1 1  F 3
subject_19 Test 0 1 similar similar flower NA 1 0  F 3
subject_19 Test 0 2 similar similar flower NA 1 0  F 3
subject_19 Test 0 2 similar similar flower NA 1 1  F 3
subject_19 Test 0 2 similar similar flower NA 1 1  F 3
subject_19 Test 0 2 similar similar flower NA 1 0  F 3
subject_19 Test 5 1 maximal different flower NA 1 1  F 3
subject_19 Test 5 1 maximal different flower NA 1 1  F 3
subject_19 Test 5 1 maximal different flower NA 1 1  F 3
subject_19 Test 5 1 maximal different flower NA 1 1  F 3
subject_19 Test 5 2 maximal different flower NA 1 1  F 3
subject_19 Test 5 2 maximal different flower NA 0 1  F 3
subject_19 Test 5 2 maximal different flower NA 1 0  F 3
subject_19 Test 5 2 maximal different flower NA 1 0  F 3
subject_19 Test 3 1 similar different fish NA 1 0  F 3
subject_19 Test 3 1 similar different fish NA 1 0  F 3
subject_19 Test 3 1 similar different fish NA 0 0  F 3
subject_19 Test 3 1 similar different fish NA 1 0  F 3
subject_19 Test 3 2 similar different fish NA 0 1  F 3
subject_19 Test 3 2 similar different fish NA 1 0  F 3
subject_19 Test 3 2 similar different fish NA 1 1  F 3
subject_19 Test 3 2 similar different fish NA 0 0  F 3
subject_19 Test 2 1 maximal similar bug NA 1 0  F 3
subject_19 Test 2 1 maximal similar bug NA 1 0  F 3
subject_19 Test 2 1 maximal similar bug NA 1 0  F 3
subject_19 Test 2 1 maximal similar bug NA 1 0  F 3
subject_19 Test 2 2 maximal similar bug NA 1 0  F 3
subject_19 Test 2 2 maximal similar bug NA 0 0  F 3
subject_19 Test 2 2 maximal similar bug NA 0 0  F 3
subject_19 Test 2 2 maximal similar bug NA 1 0  F 3
subject_19 Test 4 1 different different bug NA 0 0  F 3
subject_19 Test 4 1 different different bug NA 1 0  F 3
subject_19 Test 4 1 different different bug NA 0 0  F 3
subject_19 Test 4 1 different different bug NA 1 0  F 3
subject_19 Test 4 2 different different bug NA 1 0  F 3
subject_19 Test 4 2 different different bug NA 1 0  F 3
